seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Positive_627,11.273,6.411,3.095,4.863,2.653,7.294,3.095,6.631,3.536,5.747,10.389,5.305,3.536,5.747,4.863,6.189,3.758,1.989,2.873,6.852,-1.273,-1.485,-0.371,-1.432,0.531,-0.424,0.531,0.637,-4.721,-2.918,2.865,1.963,1
Positive_628,10.125,6.552,7.445,5.658,1.192,8.042,4.467,8.042,2.68,5.658,11.02,6.255,1.787,6.85,7.148,8.042,6.552,2.68,3.574,9.232,-4.613,-2.337,-2.829,-1.538,0.369,2.153,-2.46,0.677,-2.153,-5.781,-2.399,-2.091,1
Positive_629,12.252,9.076,3.857,6.58,1.815,6.353,4.765,8.395,2.949,4.765,12.706,4.991,2.496,4.765,5.445,6.806,5.445,0.908,3.631,6.353,-3.145,-1.887,-5.26,-4.574,4.803,5.089,-4.231,-0.743,-3.316,-0.0,-2.23,1.144,1
Positive_630,11.431,6.379,4.254,6.646,2.127,6.646,6.911,8.772,4.519,5.316,10.633,5.316,1.861,5.316,6.379,6.646,4.254,0.531,4.254,11.431,-1.854,0.538,-5.263,-3.768,4.725,2.811,2.632,2.033,-4.904,-6.16,-4.785,-5.622,1
Positive_631,8.751,5.039,3.712,5.569,1.857,6.364,3.182,8.751,3.182,6.099,10.608,7.956,5.834,5.039,4.508,5.834,5.569,2.387,4.243,6.63,0.611,-0.889,-1.056,1.056,3.111,3.167,-2.833,-1.333,-6.444,-8.611,1.667,0.444,1
Positive_632,5.59,5.447,4.3,4.587,1.577,9.031,2.58,6.45,2.007,4.874,9.317,4.874,1.72,4.444,6.02,6.45,4.3,2.293,3.01,5.16,1.034,3.432,-1.081,-0.846,2.445,3.15,2.351,3.009,-1.551,-1.504,-2.022,-2.445,1
Positive_633,6.285,6.527,2.659,2.901,1.692,5.076,5.56,6.043,1.692,4.834,10.152,6.043,1.934,2.176,7.493,5.802,4.592,2.417,2.659,7.493,-2.304,-0.611,-1.081,-1.693,2.633,2.727,-0.846,1.598,0.846,4.325,0.094,0.282,1
Positive_634,7.572,8.689,2.855,6.827,1.738,6.579,4.22,7.695,4.096,5.089,13.902,4.717,2.11,4.717,6.454,8.068,6.951,2.483,4.096,6.951,0.463,1.39,-7.238,-4.459,-3.185,-1.1,2.258,0.695,-2.837,-1.621,-0.695,0.521,1
Positive_635,5.581,3.94,6.566,3.94,1.641,6.073,3.283,7.714,1.641,5.089,9.028,6.073,2.133,6.894,4.924,6.401,6.073,3.119,3.283,5.417,2.816,0.247,2.569,0.494,1.779,1.927,-0.741,0.939,0.395,-3.261,-3.755,-2.223,1
Positive_636,6.098,7.197,4.598,5.697,1.199,7.397,3.898,6.098,4.398,7.897,9.096,7.397,2.3,5.298,4.598,7.397,4.398,1.899,4.099,6.397,-3.113,-0.376,-5.368,-3.704,-1.127,-0.429,1.557,1.288,0.215,0.107,1.449,2.147,1
Positive_637,11.376,10.938,2.625,7.001,3.5,6.125,4.375,9.188,3.938,3.5,11.813,2.625,3.063,7.001,7.001,9.188,2.625,0.438,3.5,7.001,-5.432,-2.336,-13.201,-8.353,-1.519,-3.154,7.243,4.322,-2.512,1.11,4.381,2.629,1
Positive_638,6.198,4.87,3.099,5.312,0.0,8.854,3.542,4.428,1.328,7.083,13.282,10.182,3.542,4.428,4.87,6.641,1.771,0.442,4.428,3.984,-5.012,0.983,-1.032,0.983,3.292,6.437,-0.0,1.13,3.342,0.786,-4.717,-4.472,1
Positive_639,5.723,5.247,7.472,7.79,2.067,7.154,3.497,8.108,3.657,6.995,9.538,8.267,2.384,6.677,5.723,4.928,5.087,2.226,5.405,9.221,0.176,1.699,-3.866,-4.452,1.64,0.527,0.996,3.163,-3.222,-3.281,-5.682,-4.862,1
Positive_640,5.375,8.291,3.992,7.524,1.535,7.524,4.453,8.752,3.532,3.532,12.897,3.839,2.304,5.682,7.677,5.989,5.22,2.611,4.913,7.677,-0.17,1.416,-2.21,-2.38,-1.643,-1.02,-0.623,1.076,-4.419,-1.19,-1.076,-1.076,1
Positive_641,6.665,6.077,3.332,3.92,1.765,8.233,2.548,8.233,2.548,5.489,10.194,6.077,3.137,2.744,5.685,3.92,6.861,2.156,4.509,7.841,0.204,3.16,-5.963,-5.963,2.192,0.612,2.141,1.58,-0.408,1.631,-0.612,-0.51,1
Positive_642,7.956,6.918,5.189,10.723,3.114,7.61,6.226,7.61,3.805,6.573,12.799,10.032,2.075,7.264,4.497,6.918,6.573,3.114,5.534,9.34,-6.56,-2.343,-0.937,-3.347,-2.075,0.402,-10.776,-5.355,3.681,-0.134,-3.481,-2.945,1
Positive_643,4.459,4.191,3.121,4.993,1.338,5.796,3.032,6.955,3.121,4.102,6.777,4.816,2.229,4.459,5.708,6.867,4.191,0.892,2.408,7.313,0.521,3.297,0.911,3.514,-0.26,0.694,0.781,1.735,-1.345,-1.345,0.954,3.774,1
Positive_644,8.22,5.319,3.022,4.472,1.813,8.583,4.593,4.835,2.055,2.055,9.187,3.747,1.934,3.868,4.835,5.44,4.23,0.725,4.472,5.56,-1.201,1.157,0.089,2.002,1.157,0.934,1.29,3.247,-1.157,0.267,0.4,2.847,1
Positive_645,7.544,4.8,3.886,4.343,3.048,6.706,3.429,8.23,2.21,4.953,8.915,6.554,2.439,4.877,5.638,6.325,7.315,0.762,2.439,7.163,-1.371,0.051,-2.184,-1.676,0.609,-1.676,0.152,0.152,-0.051,1.524,1.27,1.625,1
Positive_646,4.587,6.475,1.619,3.238,0.809,4.857,1.889,6.746,2.968,2.158,6.206,4.587,0.809,3.238,4.317,4.317,3.777,1.08,1.619,5.127,4.754,7.359,1.303,2.887,-2.254,3.239,-0.739,3.451,3.908,1.655,1.585,2.43,1
Positive_647,7.322,7.322,3.083,5.01,2.055,8.992,2.955,5.781,2.826,3.083,9.892,3.597,1.798,3.211,5.781,4.881,2.955,0.642,5.139,4.625,-1.501,-0.182,-2.547,-0.273,3.865,5.275,3.411,3.274,-1.364,-0.136,-1.046,0.273,1
Positive_648,11.969,6.563,5.019,8.108,1.93,11.582,5.791,9.267,4.247,6.563,13.899,9.267,3.474,3.861,8.108,6.563,6.563,1.544,6.178,9.652,0.631,0.841,-0.771,3.153,-9.25,-5.746,-0.561,-2.803,-7.288,-3.153,-8.9,-6.307,1
Positive_649,6.373,5.539,2.621,4.347,2.918,8.398,5.36,4.645,2.382,3.514,11.018,4.824,2.025,2.68,5.896,6.61,3.574,1.489,2.144,5.301,-0.321,1.742,0.55,0.412,4.079,3.346,1.008,1.604,-2.154,-0.687,-1.329,0.092,1
Positive_650,5.636,7.326,5.072,5.917,3.1,7.326,5.636,5.917,5.917,5.353,13.807,6.199,1.127,5.072,5.072,4.79,8.171,3.381,6.48,7.326,-4.033,-1.72,-6.999,-6.228,-2.61,-3.025,-3.677,-1.068,3.796,1.423,2.135,3.381,1
Positive_651,6.987,7.17,2.758,5.884,1.471,6.435,5.148,7.17,3.677,2.941,9.928,2.206,2.39,2.574,5.148,4.78,4.596,1.655,3.125,6.251,-2.492,1.661,-1.338,0.138,4.753,5.122,-3.369,-1.846,1.523,0.646,-0.0,2.907,1
Positive_652,7.24,3.737,3.737,4.671,3.036,7.24,4.438,7.24,1.167,6.306,9.342,8.174,1.635,3.737,4.671,7.006,5.137,2.335,1.635,6.773,-0.546,-0.347,-0.546,-0.695,-3.325,-3.375,3.573,3.524,-1.638,-0.199,0.943,3.375,1
Positive_653,7.746,5.083,5.083,5.809,1.694,7.262,4.841,12.103,1.936,7.02,9.44,7.02,1.936,4.599,5.083,3.873,5.326,1.21,3.63,9.682,-2.097,-3.587,1.987,0.497,-0.828,0.552,-0.883,1.932,-3.532,-2.759,-1.656,0.0,1
Positive_654,9.142,2.689,2.957,5.378,1.613,4.84,1.882,10.755,1.882,3.764,5.916,6.185,2.42,1.344,2.957,4.033,5.109,0.807,1.076,8.066,1.284,3.023,2.816,4.182,4.099,2.981,0.29,2.319,1.739,0.166,-2.526,-3.188,1
Positive_655,7.533,6.356,4.002,5.65,1.177,6.356,4.708,12.712,2.59,6.12,9.181,6.827,1.884,4.238,4.238,4.238,6.12,1.648,2.825,9.181,-1.13,-3.174,-0.108,0.968,1.56,3.335,-2.367,1.399,-4.303,-3.12,-1.506,0.861,1
Positive_656,4.358,4.98,3.113,8.714,3.735,6.847,4.358,8.092,3.113,5.602,13.694,6.225,2.489,5.602,10.582,9.96,3.113,1.245,2.489,9.338,1.824,6.941,2.294,6.176,1.765,0.353,-11.118,-9.294,2.647,2.412,-9.471,-12.176,1
Positive_657,3.424,1.712,3.044,1.522,0.57,1.903,2.093,3.805,1.522,3.995,6.278,4.185,2.283,4.185,2.093,3.805,2.854,3.044,3.615,3.805,4.271,5.078,2.778,4.062,4.122,5.705,1.912,1.404,2.121,3.375,3.435,2.001,1
Positive_658,7.85,6.28,2.617,5.756,1.221,8.199,3.314,6.105,2.268,2.617,10.118,5.059,1.919,3.314,3.663,5.059,5.407,1.919,4.187,6.455,0.653,2.893,-5.273,-1.773,3.78,4.386,-1.167,-0.653,-2.566,0.56,2.66,3.173,1
Positive_659,8.97,6.541,2.803,5.233,2.056,6.354,2.803,9.718,1.495,5.233,9.157,4.859,3.177,3.551,4.672,4.111,5.233,0.56,1.869,8.223,-1.643,2.56,-2.464,-1.836,3.43,1.208,0.531,1.739,0.87,1.594,-2.174,-0.435,1
Positive_660,9.714,3.569,3.37,5.353,1.19,5.551,4.956,7.731,1.388,6.74,7.929,7.335,3.172,2.974,2.776,4.758,2.974,0.198,2.181,7.929,-0.505,1.377,0.413,-0.092,-1.652,-1.101,2.019,1.927,0.0,0.459,3.396,1.973,1
Positive_661,8.195,6.705,2.421,4.098,1.676,6.705,3.353,8.754,1.304,2.421,9.872,5.215,1.304,4.471,8.195,5.215,6.519,1.676,1.676,7.264,0.728,0.243,1.407,0.631,-0.97,0.097,0.34,2.523,0.194,-1.213,0.243,-1.262,1
Positive_662,3.888,2.332,2.332,3.888,1.166,6.998,1.166,6.22,2.721,3.499,6.998,5.054,1.555,3.499,3.499,4.665,1.944,0.778,1.555,3.11,1.036,6.051,0.635,1.906,-0.468,3.477,4.112,8.626,3.276,5.65,-1.438,0.267,1
Positive_663,7.076,5.307,3.096,5.307,0.442,8.845,2.211,4.423,1.326,6.634,13.269,10.615,3.539,4.423,5.307,5.307,1.769,0.442,4.423,4.423,-5.007,2.602,-1.669,1.129,1.08,5.842,1.276,0.982,2.553,0.982,-3.486,-4.467,1
Positive_664,6.318,4.965,2.257,3.61,0.451,2.257,0.902,3.61,1.354,3.61,9.477,3.159,3.159,4.513,3.159,4.062,4.513,0.0,4.062,4.513,1.819,3.638,-0.944,-0.315,9.164,4.162,1.819,-0.315,-1.154,-2.413,8.22,6.366,1
Positive_665,9.109,2.169,4.772,7.374,3.903,5.205,5.205,9.977,4.338,6.506,9.977,9.543,2.169,6.506,6.941,8.675,5.639,2.169,6.506,5.639,0.061,-0.979,1.162,-0.734,-2.018,-0.367,0.673,-1.162,-5.138,-5.138,-3.303,-5.382,1
Positive_666,6.047,6.047,4.398,9.345,1.649,8.794,2.199,6.047,2.199,6.597,17.04,12.093,3.298,7.146,4.947,6.047,3.848,2.199,6.597,3.298,-9.766,-6.052,-9.287,-7.43,-4.614,-2.457,-2.636,-2.217,1.078,5.932,8.868,8.748,1
Positive_667,4.026,0.732,4.392,2.196,1.83,5.124,6.221,6.588,1.83,2.196,8.418,5.856,1.098,7.685,4.392,4.026,3.294,1.098,2.562,6.953,1.53,0.04,1.329,0.403,3.502,3.865,-0.161,-3.382,4.106,1.771,2.335,4.147,1
Positive_668,5.399,4.049,3.149,2.7,1.8,7.648,2.249,4.499,1.349,4.499,9.898,10.797,0.449,7.199,6.748,6.299,2.249,1.349,2.7,8.998,-2.398,1.128,3.291,6.112,-0.846,3.479,-2.727,-1.222,1.975,2.351,-2.257,-2.915,1
Positive_669,11.321,4.852,3.235,4.312,1.617,5.391,6.469,5.391,2.156,2.696,9.164,5.929,1.079,5.929,4.852,5.929,4.852,2.696,3.235,9.704,2.319,0.605,0.202,1.915,-1.966,1.815,-0.554,-3.528,-1.109,1.361,-1.764,-0.101,1
Positive_670,6.576,3.288,2.055,0.822,1.233,2.055,2.877,4.521,0.411,4.111,8.632,2.877,0.822,4.521,1.644,3.288,2.466,1.233,3.699,3.288,2.689,1.843,4.743,1.994,4.773,3.716,5.65,6.224,3.686,1.208,1.601,1.45,1
Positive_671,13.202,6.254,5.559,4.17,2.779,5.559,4.17,8.338,2.779,4.17,10.423,7.643,3.475,4.17,2.084,9.034,7.643,2.084,3.475,6.949,6.154,3.191,-11.681,-8.946,-2.108,-1.425,4.217,2.564,1.197,2.963,-2.906,-7.179,1
Positive_672,4.563,4.797,3.627,5.616,3.276,6.318,3.51,6.903,2.925,3.978,8.541,6.201,3.276,3.276,5.382,6.201,4.68,1.404,2.691,5.382,0.416,0.972,-2.73,-0.231,1.481,3.748,2.36,1.111,-4.165,-0.74,3.239,1.99,1
Positive_673,3.227,3.507,1.824,3.788,1.403,3.648,2.105,5.332,1.403,2.946,8.138,2.946,1.544,4.069,4.63,2.666,4.49,3.227,2.806,4.63,4.031,2.392,1.777,1.947,2.802,3.177,3.519,1.674,4.578,3.895,1.025,0.854,1
Positive_674,7.964,5.575,2.124,3.85,1.726,5.708,5.973,5.575,4.247,3.451,15.397,4.38,2.124,6.504,8.495,9.557,5.177,1.46,4.114,6.371,-1.317,-2.086,-3.787,-2.47,-1.592,-0.494,3.128,4.061,-0.384,0.0,-2.086,-2.744,1
Positive_675,2.906,2.099,2.422,1.615,1.615,1.13,1.13,1.615,0.646,5.006,7.105,3.068,2.261,3.875,2.261,3.391,4.037,0.808,2.745,3.714,5.077,4.971,5.585,3.421,6.494,4.009,4.303,3.02,4.222,2.378,2.031,1.042,1
Positive_676,5.598,3.199,6.396,4.398,2.799,5.598,9.195,5.998,4.398,5.198,12.394,7.996,5.198,4.798,7.596,7.596,6.396,2.399,4.398,6.796,-4.615,-3.964,-6.331,-3.846,4.675,5.74,0.769,0.769,-3.254,-3.905,-2.249,-2.13,1
Positive_677,3.87,5.159,5.481,3.87,1.935,8.383,4.192,4.836,2.257,4.192,8.383,6.449,4.192,3.546,4.514,8.705,2.902,2.257,4.836,7.416,-0.925,-1.461,-3.067,-3.311,5.988,9.396,1.071,3.944,-4.09,-3.554,0.146,-1.509,1
Positive_678,6.642,2.214,2.084,2.345,2.214,3.386,1.824,5.861,1.563,4.298,8.205,2.865,1.693,4.298,2.735,4.428,2.605,1.303,2.084,5.731,2.598,1.88,4.991,2.325,2.803,1.402,4.718,2.632,2.632,1.265,2.803,1.573,1
Positive_679,6.621,6.896,2.758,4.414,2.207,6.069,5.793,8.827,4.69,6.896,12.965,4.965,2.483,3.586,6.344,6.069,4.69,1.379,4.414,5.517,-1.56,-1.13,-1.506,-1.775,2.367,0.699,-1.13,1.13,2.528,3.335,-5.648,-4.895,1
Positive_680,9.489,6.16,1.998,4.994,1.499,4.994,4.162,8.491,2.996,4.828,8.657,4.662,1.831,3.995,4.329,6.992,3.995,1.831,2.664,5.328,-1.08,1.033,-0.892,-2.16,0.657,4.085,3.005,0.657,-1.643,-0.61,2.066,0.986,1
Positive_681,5.634,3.034,2.889,6.067,3.322,6.789,4.767,5.634,1.445,5.49,10.545,6.933,2.311,4.045,6.067,7.512,5.2,1.445,3.611,7.512,0.852,3.91,-1.404,-1.654,0.501,-0.902,1.253,-1.253,-2.005,0.05,1.404,-1.003,1
Positive_682,4.341,5.353,3.472,6.366,2.026,5.787,3.617,7.234,2.17,3.328,9.838,5.642,2.459,4.919,6.366,6.655,3.617,1.447,2.894,8.391,-1.007,-0.719,-1.679,-2.158,0.576,-0.624,2.206,0.767,2.158,2.11,0.863,1.583,1
Positive_683,4.11,4.843,3.082,6.165,1.908,7.192,2.789,6.899,1.908,4.991,9.981,6.018,2.642,5.285,5.577,5.871,4.843,1.762,3.376,8.366,2.782,5.32,-2.343,-2.44,-2.635,-4.49,-0.0,-0.293,-0.342,0.293,3.807,2.733,1
Positive_684,7.659,5.302,2.946,2.651,2.062,5.302,3.24,6.187,2.062,4.419,11.489,4.714,3.24,3.83,3.536,3.83,6.776,1.179,1.473,7.07,2.224,3.915,-5.16,-3.203,1.335,2.135,2.58,3.158,2.936,1.646,-0.578,0.044,1
Positive_685,6.942,4.165,3.054,2.222,1.943,4.721,3.61,6.387,4.442,3.61,12.495,4.721,2.499,3.888,2.499,6.109,5.276,1.388,1.666,6.664,0.0,2.781,-5.43,-2.605,2.208,3.753,3.576,2.87,4.503,2.517,-1.898,-0.574,1
Positive_686,8.584,7.511,3.487,2.951,1.61,6.438,2.415,8.315,1.61,3.487,12.339,3.487,2.146,3.487,3.487,5.633,3.219,0.805,1.877,7.243,-0.045,1.442,-4.912,-2.479,1.487,1.893,2.749,2.974,5.363,4.912,-2.298,-1.217,1
Positive_687,4.043,4.74,3.763,6.552,3.345,6.133,4.043,7.806,2.649,5.855,11.152,6.97,3.067,3.485,5.576,6.97,5.018,1.673,2.927,6.692,-3.074,-1.844,-3.484,-1.742,3.842,4.098,1.588,0.256,-4.559,-1.486,3.074,0.871,1
Positive_688,5.269,8.105,5.674,10.133,4.053,7.701,5.674,9.321,4.053,4.863,12.564,4.458,2.432,5.674,5.674,4.863,7.701,2.026,6.485,8.511,-3.256,0.564,-9.205,-8.391,5.636,3.694,5.761,3.381,-10.207,-9.831,-2.379,-1.002,1
Positive_689,4.931,8.218,4.931,9.863,4.109,8.218,5.754,9.451,4.109,5.342,12.739,4.931,2.466,5.754,5.342,6.164,7.397,2.055,6.575,8.63,-3.048,0.825,-6.667,-7.619,3.683,2.984,6.476,4.0,-12.698,-10.349,-3.175,-1.397,1
Positive_690,6.471,6.471,4.142,6.213,2.588,6.471,2.329,6.73,1.553,2.588,10.354,8.283,2.071,2.588,5.695,4.66,5.954,1.294,3.623,6.213,-4.526,-1.493,-3.948,-2.696,6.259,6.211,2.311,3.804,-2.6,-0.915,-0.096,1.396,1
Positive_691,7.813,5.4,3.907,5.86,1.953,8.043,4.021,7.123,2.643,6.205,11.03,8.158,2.758,3.677,7.238,8.963,6.205,2.758,4.136,8.387,0.523,0.988,-4.826,-2.674,-1.977,-2.733,0.988,1.57,-2.849,-4.36,-1.919,0.988,1
Positive_692,4.636,3.0,1.364,1.091,1.364,1.909,1.364,3.0,0.545,3.545,7.636,1.909,1.091,1.909,1.636,3.0,0.818,1.091,2.727,4.363,6.911,5.088,2.064,2.04,7.463,4.368,5.4,4.224,4.224,2.016,4.128,4.08,1
Positive_693,12.575,9.867,2.902,4.837,1.935,9.286,5.61,6.965,2.902,2.902,13.929,4.643,3.869,4.643,5.223,5.998,5.223,1.355,4.449,6.965,1.393,0.987,-6.616,-2.67,-4.585,-0.29,-2.728,-0.754,-3.772,-2.496,2.728,2.728,1
Positive_694,4.945,3.18,2.12,5.299,0.353,4.24,0.707,8.832,1.06,3.886,5.299,9.185,1.767,5.652,2.826,3.18,4.24,0.707,1.413,7.419,0.267,4.578,-2.442,-1.831,4.769,4.426,2.556,4.159,2.06,4.159,0.763,0.229,1
Positive_695,4.143,3.223,2.762,6.446,0.92,3.223,1.381,14.273,2.302,6.906,6.446,7.367,1.842,6.446,4.604,4.604,6.906,1.381,1.842,10.59,-1.757,-0.683,-0.976,-3.904,3.27,0.0,4.344,2.147,2.587,1.122,-0.244,-3.514,1
Positive_696,9.763,5.395,1.284,6.166,2.055,4.367,1.542,8.222,3.854,2.826,8.736,3.597,2.312,4.367,5.653,4.625,5.139,0.0,2.312,8.736,0.955,1.683,3.502,-0.955,0.136,-0.5,2.046,1.273,0.045,1.41,0.91,-1.455,1
Positive_697,4.475,3.895,3.811,3.315,1.492,3.811,3.48,4.806,1.492,5.634,8.204,4.475,2.154,3.232,4.889,5.469,4.972,1.243,2.568,4.558,1.754,0.429,1.404,-0.312,4.912,3.821,1.676,0.663,2.612,3.392,0.702,0.975,1
Positive_698,5.327,3.255,3.551,5.03,1.775,3.107,1.923,2.367,1.332,5.03,6.806,4.143,2.072,3.107,2.811,5.179,3.551,1.775,3.255,5.474,1.984,2.232,1.347,1.205,3.366,5.103,3.792,4.04,0.957,-0.78,2.551,3.331,1
Positive_699,9.797,6.997,3.266,6.997,1.866,5.131,2.333,9.797,2.333,6.997,9.797,6.064,4.198,5.131,4.198,9.33,6.531,0.0,5.131,6.531,1.63,4.216,-3.26,-3.26,-2.024,-0.45,-1.911,-1.743,-2.361,-1.237,-0.337,-1.686,1
Positive_700,15.262,9.473,3.684,7.367,1.579,6.842,3.157,16.84,2.105,5.79,13.157,4.21,4.21,3.157,4.736,11.052,5.262,2.105,8.947,9.473,0.83,-0.138,-0.484,-1.661,-6.436,-6.713,-1.869,0.415,-2.145,-6.644,-6.713,-6.851,1
Positive_701,11.128,7.028,5.271,7.614,1.758,6.443,4.1,6.443,2.929,7.028,14.642,6.443,3.514,4.685,4.685,5.856,4.685,0.0,7.614,5.856,4.65,3.826,-5.592,-7.652,-0.353,2.825,-2.178,3.178,-4.532,-4.768,-1.766,-5.356,1
Positive_702,9.809,7.629,2.834,6.321,3.16,6.539,4.142,7.629,2.942,5.123,11.444,5.231,1.635,5.231,5.667,6.212,5.341,0.981,4.25,8.501,2.489,2.489,-2.765,-1.162,-1.106,0.553,-1.162,0.055,-3.374,-2.489,-2.876,-1.272,1
Positive_703,7.52,3.581,7.699,9.042,0.089,6.982,4.297,9.937,2.776,6.177,8.236,8.147,2.148,4.834,5.819,7.61,6.266,3.402,5.282,9.489,-3.162,-0.239,1.014,-0.716,-1.014,-0.597,-2.088,-3.341,-3.699,-1.193,-2.387,-1.909,1
Positive_704,4.373,3.409,2.755,2.479,1.412,4.442,2.238,3.925,1.067,4.717,7.265,2.996,2.204,4.201,3.065,3.857,3.134,0.861,2.032,4.063,1.354,1.709,1.0,1.354,6.482,5.031,3.225,2.967,2.999,3.547,3.579,2.257,1
Positive_705,5.101,6.802,2.937,4.329,0.618,4.947,3.71,4.019,2.783,4.019,6.338,4.329,1.391,1.855,4.483,10.512,4.947,0.464,2.319,4.483,0.161,1.326,3.416,0.924,1.447,1.125,2.371,3.698,4.341,3.135,-1.809,-0.523,1
Positive_706,3.726,3.356,3.118,2.801,1.189,3.753,2.088,3.118,1.242,3.779,5.339,2.749,1.559,3.33,2.934,4.149,2.749,0.713,1.797,3.621,3.684,3.455,1.885,2.199,6.054,4.911,3.341,3.569,2.599,2.941,4.54,3.712,1
Positive_707,3.269,5.449,13.804,9.808,2.18,6.176,5.812,5.086,3.269,13.804,11.625,13.804,3.269,4.723,3.996,5.812,3.269,0.727,7.629,10.898,4.772,2.755,-3.024,-4.368,-1.747,-0.269,-2.755,-2.688,-10.82,-10.82,-6.048,0.605,1
Positive_708,7.946,5.921,3.896,6.388,1.247,8.726,4.051,7.012,2.96,4.207,10.128,5.61,2.805,4.363,4.051,7.012,5.297,1.402,4.83,7.635,1.108,1.951,-2.057,-0.158,1.055,1.899,3.323,2.479,-2.637,-1.741,-6.171,-4.536,1
Positive_709,3.432,2.904,2.904,4.356,1.32,6.337,1.98,4.885,1.849,3.037,4.093,5.281,2.113,2.64,2.773,3.565,2.64,0.264,3.696,3.565,-1.336,3.723,-0.509,2.577,3.532,7.0,1.273,5.377,1.432,4.009,2.673,6.618,1
Positive_710,5.331,4.173,4.868,7.649,2.782,6.258,3.94,7.418,4.404,5.099,8.113,3.477,1.854,5.795,4.868,5.099,4.173,0.463,6.722,6.722,-3.671,-2.381,-3.075,-3.819,1.786,3.026,3.323,3.423,1.637,1.587,-2.183,1.141,1
Positive_711,4.185,3.406,3.211,5.547,1.46,5.936,4.574,3.309,2.141,3.406,8.077,4.866,2.725,2.336,4.866,7.591,6.423,0.292,2.141,3.893,0.603,1.809,1.166,3.175,0.121,1.447,0.322,2.492,2.412,1.166,1.648,3.256,1
Positive_712,7.371,6.786,1.989,4.446,0.702,7.488,4.446,5.85,1.989,2.34,9.828,3.978,0.936,2.223,8.073,4.563,3.861,0.936,2.925,4.446,0.809,3.322,-0.043,0.128,1.661,3.066,3.024,4.429,-0.043,-0.17,-1.363,-0.0,1
Positive_713,3.904,5.549,5.138,7.398,1.028,8.426,4.932,3.904,3.083,4.932,8.015,7.604,3.288,2.261,3.904,5.755,3.288,1.438,5.755,5.138,-0.663,5.732,-0.758,0.142,0.521,1.753,1.279,3.979,-0.568,-1.895,-2.037,-2.226,1
Positive_714,8.054,6.011,3.3,5.069,1.414,6.562,5.343,4.872,3.261,5.226,12.534,5.108,3.694,3.3,4.321,6.325,5.461,1.571,2.515,6.208,0.501,1.152,-5.759,-4.857,3.706,5.008,2.954,3.605,-1.753,-1.652,-2.003,-1.052,1
Positive_715,7.775,5.118,1.87,4.625,1.181,6.2,4.232,9.152,2.854,2.165,10.334,3.74,1.673,2.165,6.889,6.495,4.625,0.197,2.362,4.921,-1.196,0.753,1.727,3.543,0.93,4.163,3.322,3.499,-2.657,-1.816,-1.329,0.487,1
Positive_716,6.764,5.996,4.92,6.15,0.308,8.763,3.844,8.302,2.459,6.764,8.149,6.457,1.999,2.921,2.614,4.612,5.843,0.615,4.458,7.072,-1.832,1.733,-1.139,1.733,-1.337,0.347,1.337,4.901,-0.941,2.079,-4.703,-1.188,1
Positive_717,7.859,3.596,5.328,5.328,0.0,6.127,5.062,7.725,0.799,5.861,7.06,6.793,3.064,3.863,3.996,7.46,8.791,0.799,3.464,6.926,1.548,1.648,-3.996,-2.797,0.949,2.098,-0.549,1.349,-0.35,0.25,0.25,-0.3,1
Positive_718,5.879,5.123,1.68,4.031,0.672,4.367,2.688,6.466,1.008,3.443,7.055,4.283,1.596,3.192,4.619,5.375,4.283,1.176,2.436,3.863,2.307,3.003,3.808,2.856,4.394,3.991,0.842,1.391,1.135,0.732,1.062,1.245,1
Positive_719,6.235,5.051,1.579,3.236,1.42,3.551,3.473,5.525,1.263,3.868,7.419,4.499,1.105,2.841,3.394,7.813,4.499,1.026,1.5,4.262,0.221,2.243,2.354,1.581,4.413,3.163,2.207,1.876,0.331,0.405,4.009,3.641,1
Positive_720,6.376,5.251,3.563,4.313,2.814,7.596,4.876,4.594,2.907,3.469,13.316,6.283,2.626,4.407,5.063,6.283,3.938,1.688,2.72,5.814,-0.636,1.713,0.734,1.566,-0.783,1.028,-0.147,1.517,-2.545,-2.594,0.685,1.566,1
Positive_721,5.537,4.677,4.868,5.727,2.291,7.064,4.2,4.773,2.291,6.205,12.315,7.732,2.864,4.582,4.868,6.205,3.818,1.623,3.532,6.968,-1.021,0.511,-3.626,-2.605,1.073,2.196,1.277,2.451,-1.634,-0.306,-0.664,0.204,1
Positive_722,5.079,5.86,6.446,5.567,2.637,8.399,4.395,6.055,3.223,7.423,10.646,7.716,2.93,5.274,4.981,7.032,5.274,1.368,4.786,5.469,-1.05,0.221,-3.648,-1.879,-0.498,1.05,0.884,-0.774,-0.276,-0.829,-2.432,-1.327,1
Positive_723,6.736,4.241,2.744,4.74,1.746,5.987,2.495,6.237,1.497,1.996,9.23,7.234,0.748,2.245,5.239,4.989,2.744,1.746,2.994,3.742,1.309,3.61,2.261,6.228,-2.102,2.142,0.912,5.157,-0.516,3.173,-2.737,1.23,1
