seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Negative_196,10.443,5.181,1.435,2.551,2.312,5.102,2.551,7.254,2.551,1.515,6.059,2.87,0.558,1.355,13.153,6.856,3.427,0.399,1.754,2.87,2.526,3.689,1.484,1.844,0.2,1.644,0.481,1.323,1.163,2.125,0.802,2.526,0
Negative_197,8.981,4.296,1.562,1.367,1.367,1.171,2.343,5.272,0.781,1.562,13.277,0.195,0.781,1.562,5.467,5.467,2.343,1.952,1.952,2.733,5.509,2.287,4.349,2.159,5.573,1.707,4.253,2.32,1.579,1.031,3.222,1.579,0
Negative_198,9.144,7.576,0.784,3.397,3.919,5.748,2.613,9.667,4.964,1.045,5.225,2.09,0.784,3.135,8.1,6.532,3.919,0.0,0.784,4.964,-0.844,0.928,0.717,-0.084,1.561,2.785,3.797,3.291,-3.165,1.392,2.574,2.658,0
Negative_199,3.299,5.131,1.283,2.566,5.497,7.147,5.497,6.047,6.047,3.849,5.131,6.964,0.55,3.482,4.765,7.514,3.665,0.0,2.383,0.916,1.144,2.942,-5.844,-3.882,3.596,4.945,-4.495,-1.022,-1.063,1.798,9.644,10.503,0
Negative_200,7.994,4.797,3.198,4.797,1.599,9.593,7.195,3.198,2.398,2.398,12.791,3.997,3.198,7.195,11.192,12.791,2.398,3.997,1.599,5.596,1.287,1.567,-7.555,-8.786,1.119,6.883,4.029,7.499,-4.757,-4.589,-4.924,-3.693,0
Negative_201,5.115,4.362,4.362,4.061,3.309,5.866,5.415,6.167,3.611,6.919,13.086,6.017,3.008,3.911,4.663,9.777,7.22,0.451,3.911,7.521,2.338,0.218,-6.036,-5.275,1.196,0.653,2.773,1.903,-1.903,-2.229,-0.163,-2.229,0
Negative_202,11.865,6.441,0.847,2.373,4.916,5.593,1.017,10.678,5.084,0.509,7.797,3.221,0.339,3.39,7.966,5.254,2.712,0.509,1.186,2.373,2.144,1.765,-2.396,-1.597,5.17,3.573,0.42,0.294,-1.471,-3.153,6.599,4.582,0
Negative_203,3.105,5.589,2.484,0.31,6.83,6.83,5.899,5.589,6.52,3.105,4.657,9.004,1.242,3.415,2.794,7.762,4.968,0.0,2.484,1.552,-3.912,-0.042,-2.524,-6.1,8.582,8.035,-6.731,-4.628,-2.735,0.21,12.2,13.504,0
Negative_204,14.389,8.526,0.266,1.332,15.453,4.263,0.0,4.263,10.925,1.066,7.727,0.532,3.464,1.332,15.453,7.993,7.727,2.93,0.532,10.658,-9.685,-5.526,1.129,1.248,-8.556,-6.833,5.942,4.813,-1.129,1.842,-0.891,-1.188,0
Negative_205,4.154,7.208,0.611,3.176,3.054,5.009,3.054,8.307,4.032,1.466,4.886,4.886,0.488,2.443,9.773,5.498,3.176,0.488,0.977,2.81,-1.623,1.359,0.076,-0.906,3.775,3.964,-0.944,1.963,1.133,3.058,5.134,7.512,0
Negative_206,2.353,3.529,3.999,3.058,3.293,8.939,2.117,4.234,1.412,6.116,4.47,5.411,1.647,3.764,4.234,2.588,3.529,1.647,3.529,4.705,2.013,4.735,-4.623,-0.82,3.095,6.749,3.318,3.169,0.858,-0.41,2.946,4.4,0
Negative_207,2.808,6.863,3.119,3.431,0.312,5.927,1.872,7.174,1.247,7.174,8.734,5.615,1.56,3.119,3.119,6.238,3.431,0.624,3.743,4.991,4.826,3.731,-1.095,-0.811,1.46,0.649,6.042,6.488,-0.162,1.419,-2.839,-0.811,0
Negative_208,6.978,5.774,1.203,4.009,1.042,5.935,3.369,6.496,2.326,2.567,9.463,2.165,1.123,2.567,7.699,8.18,5.774,0.962,1.444,7.058,0.129,2.842,3.79,5.685,-0.431,1.723,0.345,0.991,-0.388,-0.301,-1.292,0.775,0
Negative_209,3.17,2.491,1.132,0.906,2.265,2.038,1.132,4.755,2.944,2.717,7.472,1.811,1.585,4.076,1.811,4.302,2.717,2.265,1.811,4.076,3.162,0.804,5.798,3.301,4.272,1.692,7.767,3.495,6.269,1.997,5.548,0.416,0
Negative_210,10.519,6.643,0.277,3.322,1.384,4.706,3.322,6.92,0.277,0.831,7.197,0.553,0.277,0.277,7.197,4.152,1.661,0.553,0.277,4.152,2.967,7.449,-0.903,2.677,-0.838,3.354,7.481,6.45,3.257,5.353,-2.193,0.451,0
Negative_211,7.758,3.71,2.024,2.699,3.036,5.06,4.385,7.758,2.024,4.385,8.77,2.024,1.349,2.361,3.71,6.409,6.072,1.686,2.024,5.06,1.893,1.77,5.309,2.387,0.617,2.305,1.029,2.346,-0.658,-0.905,0.741,0.864,0
Negative_212,15.741,10.844,1.748,4.198,2.098,4.898,4.198,13.643,3.498,3.148,16.091,2.798,1.4,3.148,10.494,6.646,6.296,3.148,2.448,8.046,-8.468,-4.483,5.355,1.308,-1.494,-1.93,0.125,-1.557,-8.966,-7.534,4.421,-1.308,0
Negative_213,5.685,4.548,2.653,2.274,1.516,3.032,2.274,7.58,2.274,1.516,3.79,6.064,2.274,1.516,6.443,7.201,5.685,0.0,2.274,2.653,-1.959,0.178,-2.244,1.354,1.461,4.453,-0.178,2.138,4.881,3.064,8.087,7.517,0
Negative_214,4.035,3.53,0.0,3.026,2.018,4.035,8.07,1.513,2.522,0.504,1.513,1.513,1.513,1.009,1.513,3.026,1.513,1.009,0.0,2.018,6.209,6.077,0.68,3.62,3.839,6.626,5.156,7.503,5.77,4.783,2.611,3.247,0
Negative_215,7.237,5.289,1.809,2.784,0.696,6.263,5.428,5.845,1.531,2.088,7.516,4.453,0.974,1.253,10.717,11.274,5.428,0.279,0.696,2.088,1.213,5.019,-0.502,1.84,2.342,1.589,-2.802,-0.167,3.095,3.262,0.586,0.878,0
Negative_216,6.678,4.006,2.67,1.336,9.348,8.012,0.0,13.354,6.678,0.0,4.006,13.354,2.67,5.342,8.012,4.006,5.342,1.336,4.006,2.67,-2.622,3.136,-11.568,-11.465,1.902,0.514,9.614,8.072,-10.54,1.44,5.039,3.65,0
Negative_217,2.517,4.195,8.39,0.839,12.585,1.678,5.872,10.068,0.839,2.517,7.551,0.839,0.839,6.711,5.872,20.975,10.907,0.0,10.907,0.839,-1.494,-0.172,-6.149,-5.345,1.954,-2.126,-5.115,-1.839,-2.874,2.816,5.057,0.345,0
Negative_218,3.986,5.249,3.694,3.888,1.361,6.805,4.277,4.569,2.819,2.916,8.458,5.638,1.944,2.722,4.666,13.026,6.124,0.097,1.166,4.083,1.794,3.543,-1.531,1.356,-2.1,1.006,-1.05,1.225,0.262,2.187,1.925,3.893,0
Negative_219,2.969,3.238,1.619,2.159,2.969,2.294,1.889,3.643,1.214,3.103,7.286,3.238,1.079,1.889,2.563,3.913,3.238,1.079,2.024,3.778,5.74,6.429,3.311,3.504,4.443,4.305,3.863,4.994,4.636,2.759,0.524,0.304,0
Negative_220,7.102,2.605,3.315,4.262,1.42,9.944,5.918,3.077,2.841,3.788,10.18,4.498,2.367,2.367,9.706,9.47,4.262,0.71,0.474,2.605,-5.045,0.636,1.5,6.227,-3.364,-1.318,3.682,5.091,-2.318,0.091,0.045,3.864,0
Negative_221,4.841,4.694,2.347,3.961,1.76,5.868,4.841,5.428,1.614,2.054,8.215,2.494,1.321,2.347,9.095,9.388,4.694,0.88,0.88,4.548,1.95,2.072,0.488,-0.325,2.194,2.56,3.21,2.641,2.235,2.885,-1.869,0.691,0
Negative_222,8.307,3.522,4.334,2.89,0.722,3.522,10.023,7.405,3.07,1.264,8.127,3.25,2.618,2.167,10.204,11.287,3.883,0.361,1.264,3.522,3.165,1.239,-0.596,0.413,-1.193,1.284,0.596,2.844,0.138,1.147,-0.688,-0.092,0
Negative_223,9.412,5.48,2.74,4.408,4.169,4.289,4.289,6.909,2.621,3.931,11.079,4.05,1.787,3.812,4.289,9.768,5.123,1.31,2.382,6.671,1.429,1.182,2.808,2.365,1.232,-1.133,-1.527,-2.118,2.808,0.69,-2.857,-3.399,0
Negative_224,5.835,2.213,1.207,1.61,2.616,2.012,2.817,6.036,0.603,2.817,7.646,1.207,0.603,2.817,7.244,5.433,3.219,0.402,3.622,5.634,5.969,2.329,6.527,1.837,3.477,1.509,3.641,0.131,2.493,0.033,4.329,2.132,0
Negative_225,8.33,5.301,1.514,3.786,0.757,7.572,6.058,6.058,2.272,0.757,8.33,2.272,1.514,2.272,7.572,4.544,0.757,3.029,1.514,2.272,13.078,10.019,3.862,4.398,-0.727,1.836,2.447,1.377,-1.377,-1.491,-5.813,-4.092,0
Negative_226,6.555,4.578,0.625,2.289,1.144,5.411,4.786,7.076,1.665,0.937,7.18,3.641,1.456,1.561,11.654,6.451,3.433,0.937,0.833,4.891,1.773,3.277,1.234,2.39,1.311,1.812,2.197,2.544,1.619,1.465,0.308,2.968,0
Negative_227,2.188,3.283,1.751,1.97,0.875,3.283,2.407,3.72,1.751,3.283,6.346,1.751,1.094,3.502,2.407,7.66,2.626,1.97,1.313,3.064,4.303,2.447,4.19,5.512,2.053,1.912,3.628,4.668,1.997,2.531,5.681,4.837,0
Negative_228,3.294,3.991,3.738,3.358,1.71,5.321,2.471,3.421,0.824,2.344,5.195,5.638,0.887,2.091,4.308,8.679,3.548,0.064,0.697,3.231,5.12,5.93,0.875,2.333,1.653,3.921,1.264,3.208,1.005,2.171,2.754,4.958,0
Negative_229,7.504,4.862,1.162,4.333,1.162,5.813,1.268,9.09,1.374,1.585,4.122,4.967,0.845,0.951,6.976,6.87,3.382,0.317,0.634,3.699,2.057,5.709,0.071,3.262,0.993,5.745,0.035,5.496,-0.213,3.759,-2.305,4.468,0
Negative_230,11.592,9.841,0.219,3.499,1.749,6.78,6.124,6.342,0.438,1.531,10.06,1.968,1.312,1.749,8.967,6.124,3.28,0.656,0.438,3.499,3.274,4.179,-2.93,0.388,0.086,5.343,2.628,2.714,-2.93,-1.249,0.948,1.379,0
Negative_231,0.607,3.035,0.0,0.0,14.569,0.607,6.678,9.713,2.428,0.0,1.214,3.643,0.607,0.0,11.534,15.176,1.214,0.0,0.0,0.607,3.976,1.11,4.728,1.898,-0.573,-1.468,9.062,5.874,0.895,-1.003,2.722,1.146,0
Negative_232,13.835,10.008,1.471,2.944,1.178,6.476,2.06,9.713,4.121,1.178,11.48,1.471,1.471,1.471,5.298,7.947,4.121,2.06,1.178,3.238,1.53,1.159,-1.252,2.318,-2.411,-0.371,-1.762,1.391,-2.782,0.51,5.007,3.941,0
Negative_233,14.887,11.166,2.482,6.203,2.482,11.166,4.343,11.166,3.102,4.343,15.508,3.102,3.723,3.723,9.305,8.064,6.203,0.62,0.62,8.685,-6.086,-2.094,-6.152,-1.44,6.217,9.686,-6.283,-5.89,-6.021,-5.17,-8.704,1.047,0
Negative_234,0.0,2.347,0.0,0.586,13.494,0.0,5.28,11.733,4.107,0.0,0.586,3.52,0.586,0.0,9.387,15.254,1.173,0.0,0.0,1.173,2.215,-1.108,4.742,0.9,4.915,1.661,4.638,3.046,3.704,1.35,3.427,1.281,0
Negative_235,3.296,7.755,1.745,1.357,4.653,7.561,2.715,5.235,5.817,2.715,5.429,5.041,0.581,2.908,2.521,8.919,3.684,0.388,3.102,2.521,2.416,0.974,-4.638,-5.885,4.443,7.443,-2.26,-3.118,-3.507,-1.286,15.004,12.471,0
Negative_236,6.77,2.777,1.389,3.559,0.608,5.208,5.989,4.861,1.562,2.17,9.808,4.427,1.476,1.389,10.415,9.721,4.253,0.174,0.694,3.559,0.323,1.495,1.414,1.293,1.657,2.99,0.727,2.182,1.657,1.818,0.929,2.707,0
