seq_name,_PolarizabilityC1,_PolarizabilityC2,_PolarizabilityC3,_SolventAccessibilityC1,_SolventAccessibilityC2,_SolventAccessibilityC3,_SecondaryStrC1,_SecondaryStrC2,_SecondaryStrC3,_ChargeC1,_ChargeC2,_ChargeC3,_PolarityC1,_PolarityC2,_PolarityC3,_NormalizedVDWVC1,_NormalizedVDWVC2,_NormalizedVDWVC3,_HydrophobicityC1,_HydrophobicityC2,_HydrophobicityC3,_PolarizabilityT12,_PolarizabilityT13,_PolarizabilityT23,_SolventAccessibilityT12,_SolventAccessibilityT13,_SolventAccessibilityT23,_SecondaryStrT12,_SecondaryStrT13,_SecondaryStrT23,_ChargeT12,_ChargeT13,_ChargeT23,_PolarityT12,_PolarityT13,_PolarityT23,_NormalizedVDWVT12,_NormalizedVDWVT13,_NormalizedVDWVT23,_HydrophobicityT12,_HydrophobicityT13,_HydrophobicityT23,_PolarizabilityD1001,_PolarizabilityD1025,_PolarizabilityD1050,_PolarizabilityD1075,_PolarizabilityD1100,_PolarizabilityD2001,_PolarizabilityD2025,_PolarizabilityD2050,_PolarizabilityD2075,_PolarizabilityD2100,_PolarizabilityD3001,_PolarizabilityD3025,_PolarizabilityD3050,_PolarizabilityD3075,_PolarizabilityD3100,_SolventAccessibilityD1001,_SolventAccessibilityD1025,_SolventAccessibilityD1050,_SolventAccessibilityD1075,_SolventAccessibilityD1100,_SolventAccessibilityD2001,_SolventAccessibilityD2025,_SolventAccessibilityD2050,_SolventAccessibilityD2075,_SolventAccessibilityD2100,_SolventAccessibilityD3001,_SolventAccessibilityD3025,_SolventAccessibilityD3050,_SolventAccessibilityD3075,_SolventAccessibilityD3100,_SecondaryStrD1001,_SecondaryStrD1025,_SecondaryStrD1050,_SecondaryStrD1075,_SecondaryStrD1100,_SecondaryStrD2001,_SecondaryStrD2025,_SecondaryStrD2050,_SecondaryStrD2075,_SecondaryStrD2100,_SecondaryStrD3001,_SecondaryStrD3025,_SecondaryStrD3050,_SecondaryStrD3075,_SecondaryStrD3100,_ChargeD1001,_ChargeD1025,_ChargeD1050,_ChargeD1075,_ChargeD1100,_ChargeD2001,_ChargeD2025,_ChargeD2050,_ChargeD2075,_ChargeD2100,_ChargeD3001,_ChargeD3025,_ChargeD3050,_ChargeD3075,_ChargeD3100,_PolarityD1001,_PolarityD1025,_PolarityD1050,_PolarityD1075,_PolarityD1100,_PolarityD2001,_PolarityD2025,_PolarityD2050,_PolarityD2075,_PolarityD2100,_PolarityD3001,_PolarityD3025,_PolarityD3050,_PolarityD3075,_PolarityD3100,_NormalizedVDWVD1001,_NormalizedVDWVD1025,_NormalizedVDWVD1050,_NormalizedVDWVD1075,_NormalizedVDWVD1100,_NormalizedVDWVD2001,_NormalizedVDWVD2025,_NormalizedVDWVD2050,_NormalizedVDWVD2075,_NormalizedVDWVD2100,_NormalizedVDWVD3001,_NormalizedVDWVD3025,_NormalizedVDWVD3050,_NormalizedVDWVD3075,_NormalizedVDWVD3100,_HydrophobicityD1001,_HydrophobicityD1025,_HydrophobicityD1050,_HydrophobicityD1075,_HydrophobicityD1100,_HydrophobicityD2001,_HydrophobicityD2025,_HydrophobicityD2050,_HydrophobicityD2075,_HydrophobicityD2100,_HydrophobicityD3001,_HydrophobicityD3025,_HydrophobicityD3050,_HydrophobicityD3075,_HydrophobicityD3100,druggable
Positive_166,0.392,0.339,0.269,0.439,0.323,0.238,0.368,0.296,0.336,0.083,0.796,0.121,0.325,0.339,0.336,0.417,0.314,0.269,0.323,0.401,0.276,0.279,0.225,0.162,0.312,0.211,0.137,0.222,0.22,0.211,0.139,0.018,0.216,0.227,0.254,0.204,0.279,0.234,0.153,0.243,0.207,0.225,0.897,23.543,48.655,74.439,98.655,0.673,23.318,46.637,71.973,99.552,0.224,28.251,54.709,76.233,100.0,0.673,23.543,47.534,73.991,100.0,1.345,25.561,51.794,78.475,99.327,0.224,27.13,50.897,74.439,99.103,0.224,18.161,45.516,69.731,99.327,0.673,26.233,53.363,76.682,100.0,2.018,32.735,52.466,74.888,98.43,1.345,23.991,50.224,75.336,96.413,0.224,24.664,49.552,74.439,100.0,6.054,24.215,48.655,72.87,99.327,0.224,26.009,50.0,73.991,100.0,0.897,22.646,46.637,74.888,98.655,1.345,25.561,51.794,75.336,99.327,0.897,23.318,48.206,74.888,98.655,0.673,24.664,47.758,71.749,99.552,0.224,28.251,54.709,76.233,100.0,1.345,25.561,51.794,78.475,99.327,0.897,22.87,46.861,74.439,98.655,0.224,24.888,50.0,73.991,100.0,1
Positive_167,0.403,0.407,0.19,0.432,0.278,0.289,0.362,0.311,0.327,0.07,0.839,0.091,0.319,0.393,0.288,0.451,0.359,0.19,0.278,0.437,0.285,0.326,0.149,0.159,0.244,0.267,0.152,0.224,0.253,0.21,0.113,0.019,0.162,0.287,0.189,0.209,0.338,0.164,0.144,0.236,0.161,0.278,0.711,28.528,56.548,75.939,99.898,0.203,23.858,46.193,73.503,100.0,0.102,19.289,38.173,74.619,99.289,0.203,24.061,50.051,73.096,100.0,0.406,21.218,43.147,71.98,98.579,0.102,29.543,57.665,77.868,99.391,0.102,23.147,42.944,68.02,99.898,0.203,29.949,56.548,77.462,100.0,0.508,24.264,51.777,75.533,99.391,1.32,19.797,38.071,63.553,96.853,0.102,25.482,50.66,75.33,100.0,0.812,22.335,51.878,71.98,97.97,0.102,22.132,47.208,74.924,100.0,0.508,29.949,55.635,76.244,99.898,0.406,21.929,42.538,71.066,98.579,0.508,29.036,56.548,76.447,99.898,0.203,22.64,45.685,72.081,100.0,0.102,19.289,38.173,74.619,99.289,0.406,21.218,43.147,71.98,98.579,0.508,28.528,54.416,76.244,99.898,0.102,21.421,48.02,74.213,100.0,1
Positive_168,0.425,0.395,0.18,0.412,0.29,0.298,0.336,0.309,0.355,0.082,0.827,0.091,0.273,0.425,0.302,0.476,0.343,0.18,0.29,0.471,0.239,0.352,0.143,0.137,0.241,0.222,0.194,0.236,0.228,0.202,0.15,0.006,0.156,0.251,0.181,0.259,0.344,0.162,0.118,0.279,0.156,0.238,0.38,24.858,48.197,69.829,98.292,0.569,23.34,45.541,74.573,100.0,0.19,31.12,64.326,84.44,99.81,1.708,27.324,52.182,72.865,99.62,0.569,25.047,53.89,80.076,100.0,0.19,19.355,44.023,70.778,98.861,0.19,27.894,47.059,74.383,100.0,0.949,20.873,46.49,69.45,99.62,0.38,25.996,53.89,77.23,98.672,2.657,31.12,60.721,84.63,99.81,0.19,24.478,48.956,73.245,99.62,2.277,19.924,44.592,82.732,100.0,0.19,26.755,53.7,75.522,99.62,0.38,23.15,46.869,69.829,98.292,0.569,25.047,54.839,82.732,100.0,0.38,23.15,48.197,70.588,98.292,0.569,23.909,45.351,74.383,100.0,0.19,31.12,64.326,84.44,99.81,0.569,25.047,53.89,80.076,100.0,0.38,23.15,47.818,71.537,98.861,0.19,26.755,53.321,74.383,99.62,1
Positive_169,0.44,0.407,0.154,0.516,0.203,0.28,0.5,0.209,0.291,0.071,0.835,0.093,0.302,0.473,0.225,0.516,0.33,0.154,0.203,0.505,0.291,0.32,0.166,0.088,0.166,0.309,0.16,0.182,0.282,0.138,0.116,0.022,0.144,0.309,0.127,0.21,0.348,0.182,0.072,0.215,0.11,0.315,1.099,21.978,47.253,75.275,99.451,1.648,26.374,55.495,74.176,98.901,0.549,21.429,41.209,63.187,100.0,2.747,30.22,52.747,74.725,97.802,1.648,22.527,40.659,77.473,100.0,0.549,16.484,37.363,68.681,98.352,0.549,24.176,48.352,77.473,100.0,2.198,26.923,51.648,71.429,98.352,1.099,17.582,50.0,70.879,99.451,9.341,32.967,41.209,62.088,100.0,0.549,25.824,51.648,75.275,98.352,1.648,18.132,26.374,40.659,99.451,0.549,25.824,53.297,71.429,97.802,1.099,21.978,50.0,75.275,98.352,1.648,22.527,38.462,67.582,100.0,1.099,21.978,48.352,74.725,99.451,1.648,26.374,56.044,78.022,98.901,0.549,21.429,41.209,63.187,100.0,1.648,22.527,40.659,77.473,100.0,1.099,23.077,48.352,75.275,98.352,0.549,25.824,53.297,70.33,97.802,1
Positive_170,0.285,0.421,0.294,0.4,0.387,0.213,0.468,0.226,0.306,0.187,0.698,0.115,0.332,0.264,0.404,0.328,0.379,0.294,0.387,0.306,0.306,0.205,0.184,0.231,0.329,0.188,0.201,0.226,0.269,0.15,0.286,0.038,0.167,0.141,0.308,0.231,0.218,0.222,0.192,0.261,0.269,0.154,0.851,21.277,40.851,77.447,100.0,1.277,27.234,57.021,76.596,99.149,0.426,26.809,43.83,67.66,98.298,0.851,24.255,52.34,76.596,100.0,1.277,26.383,51.915,74.894,98.298,0.426,21.702,39.149,67.234,99.574,0.426,29.362,51.915,71.489,100.0,1.702,15.319,41.277,76.17,99.574,2.128,24.681,43.404,74.894,97.872,4.255,30.638,45.532,64.681,98.298,0.426,23.404,48.511,75.319,100.0,2.128,13.191,56.17,81.702,97.021,0.426,16.596,53.617,76.17,99.149,0.851,23.404,38.723,72.34,100.0,1.277,26.809,51.064,73.617,98.298,0.851,22.553,40.0,74.468,100.0,1.277,24.255,60.0,77.021,99.149,0.426,26.809,43.83,67.66,98.298,1.277,26.383,51.915,74.894,98.298,0.851,24.681,38.298,72.34,100.0,0.426,17.447,53.617,76.17,99.149,1
Positive_171,0.34,0.408,0.252,0.375,0.324,0.301,0.374,0.288,0.338,0.088,0.794,0.118,0.326,0.334,0.34,0.408,0.34,0.252,0.324,0.408,0.268,0.302,0.181,0.196,0.252,0.225,0.186,0.229,0.256,0.207,0.14,0.022,0.162,0.238,0.216,0.229,0.31,0.218,0.159,0.264,0.175,0.238,0.207,21.384,45.764,72.727,100.0,0.413,26.24,49.897,74.793,99.69,0.103,28.616,56.302,78.409,99.277,0.207,27.583,52.686,76.24,99.793,0.93,22.314,46.074,70.971,99.69,0.103,24.69,51.446,75.103,100.0,0.103,20.868,47.831,73.037,99.793,0.31,28.202,54.236,77.996,100.0,0.413,26.446,48.14,72.831,99.69,3.409,24.07,48.037,72.314,98.967,0.103,26.653,51.446,75.413,100.0,1.963,16.322,40.393,67.459,98.45,0.103,32.438,56.302,79.029,99.277,0.207,21.591,45.764,72.934,100.0,0.93,22.624,46.591,72.107,99.69,0.207,21.694,45.764,72.934,100.0,0.93,27.376,49.897,75.413,99.69,0.103,28.616,56.302,78.409,99.277,0.93,22.314,46.074,70.971,99.69,0.207,22.521,47.211,73.967,100.0,0.103,32.231,56.612,79.029,99.277,1
Positive_172,0.282,0.428,0.289,0.414,0.343,0.243,0.384,0.322,0.294,0.12,0.722,0.157,0.37,0.262,0.368,0.333,0.377,0.289,0.343,0.326,0.331,0.23,0.165,0.223,0.274,0.188,0.172,0.274,0.223,0.172,0.167,0.042,0.213,0.174,0.262,0.22,0.253,0.193,0.195,0.234,0.211,0.197,2.778,26.157,49.074,73.611,96.528,0.926,28.935,53.704,77.546,100.0,0.231,17.13,40.278,67.824,99.769,0.463,26.389,52.546,75.694,100.0,0.694,28.241,52.315,77.083,99.306,0.231,17.824,40.046,65.741,96.528,0.231,26.389,52.778,73.38,100.0,0.463,22.222,48.611,75.926,99.769,0.926,21.991,44.676,73.611,99.306,0.694,29.398,51.852,70.602,97.454,0.231,22.454,49.074,74.537,100.0,3.935,30.324,51.389,77.546,99.074,0.231,24.537,50.231,75.463,100.0,0.926,24.074,48.38,72.222,96.528,0.694,25.694,50.694,75.231,99.306,0.926,24.074,46.528,72.454,96.528,1.157,33.565,58.565,79.398,100.0,0.231,17.13,40.278,67.824,99.769,0.694,28.241,52.315,77.083,99.306,0.926,20.602,42.824,68.056,96.528,0.231,26.389,52.546,76.389,100.0,1
Positive_173,0.268,0.465,0.268,0.413,0.31,0.277,0.507,0.263,0.23,0.108,0.742,0.15,0.38,0.286,0.333,0.333,0.399,0.268,0.31,0.347,0.343,0.269,0.142,0.259,0.283,0.245,0.123,0.274,0.222,0.151,0.151,0.047,0.226,0.231,0.236,0.179,0.288,0.179,0.222,0.203,0.203,0.264,0.939,20.188,51.174,80.751,100.0,1.408,22.535,43.662,69.014,98.122,0.469,34.272,50.704,77.934,99.531,0.939,21.596,53.521,76.995,98.122,2.817,23.005,51.174,71.362,99.531,0.469,27.23,43.662,70.892,100.0,0.469,30.516,55.399,77.465,99.531,1.408,19.249,43.192,73.709,99.061,2.817,22.066,42.254,69.014,100.0,3.286,26.761,49.296,84.977,99.531,0.469,23.474,48.357,73.709,100.0,8.92,24.413,51.174,71.831,96.714,0.469,24.883,47.887,73.709,98.122,0.939,22.066,46.479,76.526,100.0,2.817,23.005,50.235,71.362,99.531,0.939,22.066,46.009,76.056,100.0,1.408,21.596,47.418,68.075,98.122,0.469,34.272,50.704,77.934,99.531,2.817,23.005,51.174,71.362,99.531,0.939,26.291,48.826,76.056,100.0,0.469,23.474,47.887,73.709,98.122,1
Positive_174,0.309,0.433,0.257,0.354,0.366,0.28,0.413,0.267,0.319,0.139,0.738,0.124,0.3,0.317,0.384,0.391,0.351,0.257,0.366,0.364,0.27,0.273,0.129,0.221,0.251,0.199,0.206,0.194,0.295,0.136,0.213,0.03,0.189,0.159,0.223,0.248,0.285,0.171,0.179,0.253,0.203,0.184,1.238,29.455,55.693,79.455,99.752,0.495,25.248,46.287,71.287,100.0,0.248,20.545,49.505,68.812,95.792,0.99,22.525,48.515,71.782,100.0,1.238,24.01,46.535,69.802,99.752,0.248,30.446,57.178,77.97,99.505,0.248,24.752,52.228,74.752,98.762,0.743,22.277,47.525,66.584,100.0,0.495,25.99,46.782,75.99,99.752,1.485,22.03,49.505,72.277,95.792,0.248,25.0,49.752,75.248,100.0,1.238,23.762,53.465,68.317,99.752,0.248,20.05,44.802,64.604,100.0,0.495,31.931,64.851,79.455,99.505,1.238,24.257,46.782,72.03,99.752,0.495,29.703,55.693,79.208,99.752,0.99,24.752,44.307,68.069,100.0,0.248,20.545,49.505,68.812,95.792,1.238,24.01,46.535,69.802,99.752,0.495,30.941,57.178,78.713,99.505,0.248,20.297,45.05,66.089,100.0,1
Positive_175,0.382,0.402,0.216,0.485,0.287,0.228,0.459,0.24,0.302,0.098,0.817,0.086,0.32,0.379,0.302,0.426,0.358,0.216,0.287,0.423,0.29,0.309,0.136,0.181,0.315,0.193,0.148,0.205,0.258,0.122,0.181,0.009,0.163,0.196,0.202,0.255,0.3,0.157,0.16,0.285,0.178,0.202,1.775,23.077,48.521,73.669,99.408,0.888,24.852,49.112,79.29,100.0,0.296,30.178,54.734,72.189,98.225,0.888,24.26,49.704,75.74,100.0,0.592,26.036,53.254,79.29,98.817,0.296,23.964,46.154,68.935,98.521,0.296,25.444,48.521,78.698,100.0,1.479,25.74,55.325,72.189,98.521,1.775,22.781,47.337,73.669,99.408,0.592,34.911,53.846,72.781,96.746,0.296,24.26,49.704,74.852,100.0,8.876,22.485,44.97,69.527,98.817,0.296,24.852,50.592,72.485,100.0,1.775,23.964,48.521,74.26,99.408,0.592,26.036,53.846,78.994,98.817,1.775,23.964,48.225,73.964,99.408,0.888,22.189,51.479,79.29,100.0,0.296,30.178,54.734,72.189,98.225,0.592,26.036,53.254,79.29,98.817,1.775,24.26,49.112,73.077,99.408,0.296,21.598,46.746,74.852,100.0,1
Positive_176,0.327,0.456,0.218,0.507,0.337,0.156,0.49,0.289,0.221,0.136,0.704,0.16,0.347,0.299,0.354,0.364,0.418,0.218,0.337,0.32,0.344,0.263,0.147,0.198,0.355,0.137,0.106,0.229,0.201,0.16,0.195,0.038,0.225,0.184,0.242,0.239,0.263,0.16,0.184,0.229,0.232,0.195,0.68,34.694,52.381,75.51,99.66,1.02,24.15,47.959,76.531,100.0,0.34,18.707,47.619,68.367,97.619,0.68,27.551,51.02,77.551,99.32,1.701,18.367,44.898,70.068,100.0,0.34,30.272,51.701,71.769,99.66,0.34,20.748,48.98,72.109,100.0,1.361,28.231,49.66,75.51,98.639,0.68,29.252,50.0,75.85,99.66,2.721,12.245,47.619,69.388,95.238,0.34,29.252,51.361,76.19,99.66,1.701,17.347,40.136,71.088,100.0,0.34,24.15,47.279,74.15,99.32,0.68,35.034,53.061,76.871,99.66,1.701,20.068,47.619,70.068,100.0,0.68,31.293,52.381,75.51,99.66,1.02,21.088,47.279,76.531,100.0,0.34,18.707,47.619,68.367,97.619,1.701,18.367,44.898,70.068,100.0,0.68,35.034,53.401,75.51,99.66,0.34,25.17,47.279,74.15,99.32,1
Positive_177,0.239,0.444,0.317,0.387,0.451,0.162,0.549,0.254,0.197,0.197,0.599,0.204,0.352,0.183,0.465,0.261,0.423,0.317,0.451,0.232,0.317,0.255,0.156,0.234,0.355,0.135,0.128,0.277,0.22,0.121,0.227,0.085,0.227,0.163,0.333,0.135,0.255,0.17,0.22,0.184,0.298,0.156,2.113,28.169,51.408,75.352,95.07,2.817,23.944,54.225,73.239,100.0,0.704,13.38,36.62,66.197,98.592,7.042,24.648,55.634,76.056,100.0,1.408,22.535,43.662,73.944,99.296,0.704,13.38,46.479,69.718,95.775,0.704,19.014,42.254,71.127,100.0,2.113,27.465,56.338,73.239,98.592,2.817,37.324,52.817,80.986,95.775,1.408,15.493,36.62,67.606,97.887,0.704,26.761,52.817,75.352,100.0,14.085,23.239,43.662,71.127,99.296,0.704,23.944,50.704,69.014,100.0,2.113,30.282,61.972,80.986,95.775,1.408,20.423,43.662,73.944,99.296,2.113,28.169,51.408,75.352,95.775,7.042,24.648,54.225,73.239,100.0,0.704,13.38,36.62,66.197,98.592,1.408,22.535,43.662,73.944,99.296,2.113,30.282,54.93,80.282,95.775,0.704,21.831,50.704,69.014,100.0,1
Positive_178,0.351,0.421,0.228,0.495,0.277,0.228,0.5,0.272,0.228,0.099,0.812,0.089,0.342,0.356,0.302,0.416,0.356,0.228,0.277,0.411,0.312,0.269,0.129,0.209,0.269,0.299,0.104,0.294,0.224,0.134,0.154,0.01,0.149,0.229,0.194,0.219,0.289,0.179,0.159,0.229,0.144,0.279,2.475,21.782,43.069,67.327,98.02,0.99,22.277,49.01,74.257,99.01,0.495,30.693,55.446,81.683,100.0,0.99,26.238,49.01,71.287,99.01,10.396,31.683,56.931,82.673,100.0,0.495,15.347,40.594,72.772,96.535,0.495,23.762,48.515,72.277,100.0,2.97,29.703,52.475,77.723,99.01,1.485,15.842,46.04,72.772,98.02,10.891,19.307,49.505,73.762,100.0,0.495,23.267,47.03,72.277,99.01,21.287,46.04,69.802,87.129,98.515,0.495,27.723,53.96,74.752,99.01,1.485,15.842,38.614,64.356,94.554,10.396,32.178,56.931,82.673,100.0,1.485,18.812,41.089,67.327,98.02,0.99,26.733,53.96,76.733,99.01,0.495,30.693,55.446,81.683,100.0,10.396,31.683,56.931,82.673,100.0,1.485,17.327,40.594,68.812,96.535,0.495,26.238,50.495,74.257,99.01,1
Positive_179,0.335,0.4,0.265,0.415,0.326,0.258,0.422,0.302,0.277,0.102,0.742,0.157,0.372,0.289,0.338,0.369,0.366,0.265,0.326,0.357,0.317,0.29,0.173,0.204,0.269,0.241,0.133,0.253,0.225,0.194,0.142,0.031,0.204,0.235,0.235,0.173,0.309,0.185,0.191,0.207,0.194,0.238,0.923,23.692,48.923,77.231,99.692,0.615,23.385,47.385,73.846,98.769,0.308,31.385,52.923,70.462,100.0,0.615,23.077,49.846,73.846,100.0,1.538,26.769,55.692,76.308,99.692,0.308,26.462,47.077,70.462,97.846,0.308,27.077,48.923,71.385,98.769,0.923,24.0,49.538,71.692,100.0,1.231,22.462,50.769,83.077,99.692,1.538,19.692,48.0,67.692,96.615,0.308,24.0,48.923,73.846,100.0,3.077,28.615,60.615,78.154,99.692,0.308,24.308,51.385,71.692,100.0,0.923,23.692,43.385,74.769,97.846,1.538,28.308,55.692,76.308,99.692,0.923,23.692,47.077,77.846,99.692,0.615,23.385,48.615,73.846,98.769,0.308,31.385,52.923,70.462,100.0,1.538,26.769,55.692,76.308,99.692,0.923,27.077,49.538,74.769,97.846,0.308,20.308,47.385,71.385,100.0,1
Positive_180,0.347,0.484,0.169,0.521,0.315,0.164,0.416,0.292,0.292,0.1,0.776,0.123,0.356,0.324,0.32,0.388,0.443,0.169,0.315,0.342,0.342,0.303,0.078,0.174,0.326,0.142,0.11,0.156,0.206,0.183,0.128,0.037,0.188,0.206,0.257,0.179,0.353,0.092,0.161,0.197,0.239,0.225,4.566,22.374,45.205,70.32,100.0,0.913,26.941,55.708,78.539,99.543,0.457,20.548,42.922,64.384,98.63,1.826,23.288,51.598,77.169,99.543,0.913,25.114,42.922,72.603,100.0,0.457,24.201,54.338,70.32,96.804,0.457,20.548,42.922,67.123,98.63,7.763,29.68,53.425,79.909,99.543,0.913,32.42,56.621,76.256,100.0,3.196,20.548,46.575,64.384,98.63,0.457,23.288,51.598,75.799,99.543,2.283,26.027,38.813,74.886,100.0,0.457,26.941,52.511,77.169,99.543,4.566,22.374,48.858,70.32,98.174,0.913,25.114,46.575,74.886,100.0,4.566,23.288,48.858,70.32,100.0,0.913,26.484,52.968,78.539,99.543,0.457,20.548,42.922,64.384,98.63,0.913,25.114,42.922,72.603,100.0,4.566,22.374,48.858,70.776,98.174,0.457,26.941,52.511,77.626,99.543,1
Positive_181,0.282,0.473,0.245,0.402,0.284,0.314,0.344,0.345,0.311,0.089,0.809,0.102,0.395,0.295,0.31,0.374,0.38,0.245,0.284,0.36,0.356,0.265,0.115,0.236,0.243,0.273,0.174,0.238,0.215,0.208,0.145,0.016,0.166,0.238,0.253,0.181,0.295,0.162,0.189,0.21,0.208,0.268,1.717,27.039,53.047,79.227,99.914,0.172,22.833,48.24,73.991,100.0,0.086,26.094,50.129,70.644,99.571,0.172,22.918,48.755,72.618,100.0,0.343,26.695,52.532,78.455,99.742,0.086,25.064,48.412,75.365,99.914,0.086,24.893,50.987,76.137,99.828,0.172,24.12,47.725,71.502,100.0,1.974,25.408,50.644,76.052,99.742,0.429,27.983,50.987,74.506,99.485,0.086,23.777,49.013,73.82,100.0,1.202,28.498,54.506,80.086,99.742,0.086,22.575,47.554,70.815,100.0,1.717,25.837,51.073,77.854,99.914,0.343,26.695,52.361,76.91,99.742,0.258,25.064,49.528,77.682,99.914,0.172,24.12,49.871,74.678,100.0,0.086,26.094,50.129,70.644,99.571,0.343,26.695,52.532,78.455,99.742,1.03,25.751,49.356,75.708,99.914,0.086,21.888,47.897,72.532,100.0,1
Positive_182,0.322,0.442,0.236,0.392,0.337,0.271,0.438,0.271,0.291,0.12,0.74,0.14,0.322,0.32,0.357,0.394,0.37,0.236,0.337,0.374,0.289,0.31,0.137,0.194,0.238,0.181,0.179,0.22,0.275,0.149,0.155,0.026,0.203,0.196,0.199,0.229,0.317,0.177,0.153,0.244,0.173,0.207,0.368,14.18,42.173,73.849,99.632,0.737,27.993,53.039,76.427,100.0,0.184,28.177,51.197,74.401,98.527,1.289,32.781,55.064,75.691,100.0,0.552,25.23,48.803,75.322,98.527,0.184,11.234,38.674,71.639,98.711,0.184,28.177,54.328,79.742,100.0,1.289,28.913,52.486,73.849,99.816,0.368,14.18,37.385,69.797,98.711,0.552,33.149,48.25,79.374,98.527,0.184,22.284,49.355,74.033,100.0,0.737,23.204,50.645,79.006,97.79,0.184,32.228,55.064,74.401,100.0,0.368,13.444,42.357,74.217,99.632,0.552,25.23,49.54,74.77,98.527,0.368,16.575,43.646,74.217,99.632,0.737,29.65,53.407,75.138,100.0,0.184,28.177,51.197,74.401,98.527,0.552,25.23,48.803,75.322,98.527,0.368,15.654,42.357,73.849,99.632,0.184,35.175,55.433,75.506,100.0,1
Positive_183,0.277,0.452,0.271,0.401,0.353,0.246,0.431,0.271,0.298,0.139,0.733,0.128,0.355,0.271,0.374,0.355,0.374,0.271,0.353,0.321,0.326,0.246,0.131,0.225,0.286,0.202,0.168,0.221,0.244,0.181,0.179,0.04,0.196,0.194,0.288,0.171,0.255,0.16,0.196,0.2,0.255,0.206,0.42,29.832,57.143,73.739,100.0,0.63,21.008,45.168,72.899,99.58,0.21,25.21,48.95,79.202,99.16,0.42,21.008,42.647,74.37,99.79,1.471,22.899,48.95,78.151,98.739,0.21,35.084,58.613,72.899,100.0,0.21,23.739,47.059,75.63,99.79,0.63,20.168,46.429,76.05,100.0,0.84,29.832,56.303,72.059,99.58,6.092,30.462,55.252,81.513,98.739,0.21,25.0,50.42,74.16,100.0,1.471,19.118,39.286,65.126,97.479,0.21,21.429,43.697,75.42,99.37,0.42,31.933,57.143,71.639,100.0,1.471,22.899,48.739,77.311,98.739,0.42,29.832,53.992,72.899,100.0,0.63,19.328,43.277,74.37,99.37,0.21,25.21,48.95,79.202,99.16,1.471,22.899,48.95,78.151,98.739,0.42,26.891,52.941,69.958,100.0,0.21,21.429,43.697,77.731,99.37,1
Positive_184,0.306,0.464,0.23,0.382,0.373,0.245,0.486,0.269,0.245,0.101,0.714,0.184,0.308,0.287,0.405,0.375,0.395,0.23,0.373,0.345,0.282,0.267,0.121,0.2,0.274,0.191,0.172,0.23,0.208,0.137,0.144,0.035,0.243,0.177,0.238,0.231,0.274,0.157,0.164,0.255,0.191,0.2,0.519,26.623,44.675,76.494,98.831,0.26,23.766,50.26,74.026,100.0,0.13,23.247,54.286,71.299,99.74,0.26,21.429,46.494,76.104,99.351,2.078,28.831,51.818,72.597,100.0,0.13,25.065,49.481,77.273,99.74,0.13,27.662,53.377,71.818,99.87,1.688,21.818,43.247,77.662,99.351,0.39,25.195,46.234,77.273,100.0,2.078,29.091,55.195,67.792,99.091,0.13,22.338,50.13,76.623,100.0,2.468,28.831,40.26,72.208,99.481,0.13,19.87,49.091,75.455,99.74,0.39,25.844,46.494,77.273,98.831,2.078,28.442,52.338,72.727,100.0,0.39,24.416,43.247,74.675,98.831,0.26,26.234,54.156,75.195,100.0,0.13,23.247,54.286,71.299,99.74,2.078,28.831,51.818,72.597,100.0,0.39,25.714,47.922,77.273,98.961,0.13,19.221,48.701,75.455,99.74,1
Positive_185,0.27,0.474,0.256,0.405,0.34,0.256,0.414,0.279,0.307,0.116,0.753,0.13,0.363,0.274,0.363,0.358,0.386,0.256,0.34,0.321,0.34,0.22,0.136,0.229,0.271,0.243,0.173,0.21,0.238,0.154,0.168,0.033,0.154,0.201,0.252,0.192,0.252,0.159,0.206,0.224,0.22,0.224,1.86,20.0,51.628,78.14,99.535,3.256,26.977,51.163,71.163,97.674,0.465,26.047,44.186,65.581,100.0,2.326,20.0,47.907,77.209,99.535,1.395,34.419,53.953,85.581,100.0,0.465,15.349,36.744,63.256,97.674,0.465,28.372,52.558,76.279,100.0,2.791,25.581,46.047,74.419,94.884,1.86,20.465,49.302,72.093,99.07,1.395,39.07,53.488,85.581,100.0,0.465,21.395,46.047,70.698,99.535,1.86,43.256,62.326,90.698,98.605,0.465,23.256,44.186,68.837,91.163,2.326,15.349,47.907,75.814,99.535,0.93,33.953,54.884,84.186,100.0,1.86,20.0,49.302,76.279,99.535,3.256,30.233,52.093,74.884,97.209,0.465,26.047,44.186,65.581,100.0,1.395,34.419,53.953,85.581,100.0,0.93,16.744,48.837,72.558,99.535,0.465,22.326,42.791,73.488,91.163,1
