seq_name,APAAC1,APAAC2,APAAC3,APAAC4,APAAC5,APAAC6,APAAC7,APAAC8,APAAC9,APAAC10,APAAC11,APAAC12,APAAC13,APAAC14,APAAC15,APAAC16,APAAC17,APAAC18,APAAC19,APAAC20,APAAC21,APAAC22,APAAC23,APAAC24,APAAC25,APAAC26,APAAC27,APAAC28,APAAC29,APAAC30,APAAC31,APAAC32,druggable
Positive_193,4.241,4.241,3.534,4.947,1.414,6.361,2.12,2.827,2.827,3.534,9.188,5.654,1.414,3.534,3.534,9.188,3.534,1.414,4.241,6.361,-2.355,-0.378,-1.262,3.49,7.233,7.738,-4.415,-1.346,0.378,3.112,1.388,2.313,1
Positive_194,6.76,6.049,1.601,3.024,2.135,6.582,5.159,3.914,2.669,3.558,8.362,3.736,2.313,3.202,5.693,6.582,2.313,0.712,1.245,3.914,1.75,2.704,0.239,-2.028,4.016,2.624,-0.278,-1.153,5.288,4.135,1.71,1.471,1
Positive_195,8.457,2.207,6.619,6.803,0.0,4.045,4.781,9.561,2.022,4.596,7.354,6.619,1.103,4.229,3.125,6.803,7.354,0.919,6.619,7.539,-1.108,-0.202,-0.554,0.403,0.252,1.411,2.217,-0.0,0.05,-0.302,-0.806,-2.116,1
Positive_196,5.298,4.687,2.548,5.502,1.528,6.827,4.381,5.91,3.363,4.484,10.903,5.706,2.038,3.974,6.725,8.355,6.419,1.121,3.363,6.419,3.186,4.729,-2.837,0.199,0.199,0.498,0.996,0.05,-2.439,-1.543,-1.244,-1.344,1
Positive_197,12.494,4.042,2.94,5.512,1.837,7.717,4.777,10.289,1.837,5.879,6.982,7.349,1.47,3.675,4.042,5.512,5.512,2.205,1.837,9.187,2.207,1.209,1.524,-1.524,-3.994,-0.105,-0.105,2.522,-2.89,-1.471,-1.314,-1.156,1
Positive_198,8.013,8.566,5.527,6.355,1.105,6.08,4.422,8.013,3.04,5.804,11.882,5.527,3.593,5.527,7.461,10.501,4.422,0.829,6.08,7.737,-8.554,-2.289,-6.627,-4.277,0.361,2.048,1.386,3.554,-3.193,-2.229,-0.663,-0.0,1
Positive_199,5.171,3.325,3.325,2.955,2.955,6.833,2.955,5.356,2.955,4.986,8.127,6.833,2.032,2.955,4.986,8.496,4.433,0.923,2.955,5.356,3.209,4.22,-4.044,-2.901,-1.495,-1.582,4.791,3.341,2.154,3.341,0.308,0.747,1
Positive_200,9.481,4.916,3.278,5.384,0.819,5.97,4.799,8.31,1.638,2.692,7.491,5.267,1.521,3.628,4.916,5.384,4.799,1.756,2.575,6.906,-0.641,2.792,-2.929,-0.229,2.838,1.876,-1.831,-1.144,2.517,3.249,-0.549,2.517,1
Positive_201,4.575,6.405,6.405,4.575,1.83,8.234,3.659,9.15,0.0,8.234,9.15,16.469,3.659,4.575,0.915,7.32,12.809,1.83,1.83,9.15,-0.06,-4.106,-6.22,-1.932,-8.635,-0.121,-5.495,3.14,-6.159,-4.167,6.341,6.643,1
Positive_202,6.512,2.004,1.503,6.012,2.004,7.514,1.002,4.509,0.501,4.509,7.014,12.524,2.004,2.505,3.005,6.012,3.507,0.501,3.005,7.014,8.565,13.514,3.534,6.57,-2.952,-0.125,-0.956,0.915,-3.368,-1.414,-3.784,-3.659,1
Positive_203,4.086,3.742,3.298,4.43,0.985,7.68,4.48,2.264,1.329,3.249,7.335,7.089,2.018,1.822,2.412,4.184,2.855,0.542,1.625,2.905,1.264,4.168,-0.102,3.451,1.64,3.997,1.469,4.954,1.367,4.031,1.264,4.168,1
Positive_204,6.11,3.819,4.105,4.392,1.623,6.11,3.342,6.206,2.483,6.397,9.452,4.2,2.387,3.246,6.683,8.783,4.869,1.528,2.673,6.969,0.238,0.62,-1.049,-1.907,-0.048,0.334,1.144,1.431,2.241,0.715,1.001,-0.095,1
Positive_205,7.23,5.131,3.149,6.064,1.982,7.23,3.382,7.696,1.866,6.297,8.512,7.58,3.265,4.081,5.364,5.131,4.781,0.816,2.449,8.046,-1.351,2.501,-3.352,-1.851,1.251,2.201,2.601,4.902,-4.702,-2.501,0.6,-0.35,1
Positive_206,14.273,8.86,0.984,6.398,0.0,5.906,1.476,5.414,2.461,5.906,8.86,0.492,2.461,1.476,6.398,5.414,5.414,0.984,3.446,6.398,7.163,2.558,-7.023,-5.488,-2.279,0.14,8.744,8.326,7.395,1.767,-8.605,-5.721,1
Positive_207,7.596,3.58,4.992,4.124,0.0,4.883,4.232,7.704,1.085,4.774,7.596,5.751,2.17,2.279,3.038,8.898,6.294,0.868,4.124,5.1,3.029,1.782,-2.584,-0.49,-0.846,-0.624,1.782,1.47,2.272,2.628,0.935,1.559,1
Positive_208,6.174,3.406,4.685,6.814,1.703,7.026,4.259,5.11,2.129,5.536,9.582,7.239,2.98,4.045,4.897,6.814,6.174,0.639,2.555,6.174,0.245,2.4,-3.575,-1.322,0.93,2.498,0.098,1.763,-1.175,0.588,-1.812,1.42,1
Positive_209,10.816,5.967,4.475,6.341,2.238,8.205,4.848,6.713,3.356,5.594,13.8,7.459,1.864,2.984,9.324,5.967,4.475,2.611,5.222,8.952,-0.727,0.303,-7.576,-6.424,0.303,0.788,1.03,-0.364,-3.333,-0.121,-5.939,0.848,1
Positive_210,5.005,5.071,2.239,3.293,1.185,6.717,2.634,5.005,1.383,2.766,7.507,3.49,1.12,2.239,6.98,7.178,3.687,1.251,0.856,3.095,2.69,4.98,0.909,2.835,2.036,3.744,-0.145,1.563,1.018,2.799,2.036,2.835,1
Positive_211,2.145,1.262,1.892,1.009,0.883,0.379,1.388,2.776,1.388,5.551,6.939,0.883,1.009,4.29,2.523,3.154,2.145,1.262,3.28,3.28,6.12,3.985,5.076,3.724,5.432,2.372,4.791,4.293,5.313,4.246,4.198,3.012,1
Positive_212,12.279,9.739,2.117,9.739,0.847,5.081,4.235,10.163,2.54,3.388,14.397,2.117,1.27,4.235,7.621,3.811,10.586,1.693,3.811,10.163,-5.512,-5.033,-0.659,-1.558,-11.264,-7.37,9.706,4.254,-1.558,0.06,-1.618,0.719,1
Positive_213,5.699,11.398,11.398,7.599,1.9,5.699,9.498,13.298,0.0,9.498,15.198,11.398,5.699,3.799,3.799,7.599,5.699,0.0,9.498,13.298,5.699,-0.988,-0.988,-10.486,-17.781,-3.951,3.723,9.347,-5.167,-3.04,-12.918,-15.426,1
Positive_214,10.882,2.92,6.105,6.105,1.858,7.167,1.593,10.616,1.327,5.043,10.086,11.148,3.716,4.247,4.512,6.37,4.512,1.061,1.061,10.352,-5.368,-1.716,-1.992,-1.273,0.055,-0.498,3.32,2.988,-2.878,-0.387,-3.652,0.719,1
Positive_215,6.585,6.585,10.114,7.998,2.588,4.469,3.293,11.995,2.822,6.585,6.585,5.41,2.588,7.056,5.41,7.526,5.174,4.234,4.704,8.468,-5.108,-5.769,-1.983,-3.846,2.284,-0.12,-3.125,-1.382,0.3,-0.601,-0.601,-0.24,1
Positive_216,9.407,4.938,4.704,4.704,0.94,5.644,3.998,8.466,3.528,3.998,13.875,6.114,3.528,3.292,5.174,7.761,6.114,2.116,4.233,7.055,-0.658,0.986,-5.808,-5.644,-0.329,1.479,2.685,2.849,2.521,2.959,-4.932,-5.699,1
Positive_217,7.703,5.664,3.399,7.25,1.813,4.758,4.078,7.929,2.945,6.57,7.023,8.157,2.719,4.531,4.305,4.984,7.023,2.039,3.172,6.344,-2.407,-1.792,-6.247,-5.991,-0.102,2.048,2.304,3.891,4.045,2.202,0.0,-0.358,1
Positive_218,7.091,3.091,2.909,4.727,1.091,4.909,1.819,8.0,1.819,5.455,4.727,8.545,2.181,2.545,4.545,4.181,5.273,0.909,2.181,8.0,0.966,0.378,-1.47,0.084,4.536,6.384,0.756,2.142,1.05,3.486,-2.268,-0.042,1
Positive_219,6.778,3.228,4.196,4.519,2.582,5.487,5.809,7.423,2.582,5.487,10.974,5.487,3.228,4.519,5.809,6.455,2.905,1.937,2.905,6.455,3.457,5.185,-7.704,-7.16,1.877,-0.494,1.926,2.568,3.358,3.012,-1.235,-3.556,1
Positive_220,9.365,6.321,2.81,4.449,1.404,8.896,2.107,9.599,3.512,5.384,12.642,7.023,2.81,2.576,5.619,2.81,7.023,0.468,2.341,8.662,0.212,2.751,-4.815,0.159,-1.746,3.598,1.111,-0.952,-1.27,-3.386,-2.963,1.481,1
Positive_221,6.709,5.032,2.981,4.845,3.541,7.082,7.268,5.032,2.609,5.964,7.454,5.964,2.236,4.473,4.845,8.945,4.845,0.559,2.981,4.1,1.218,1.121,-1.218,-3.46,3.509,1.949,0.0,-0.877,3.168,2.047,-2.242,-2.68,1
Positive_222,6.682,5.584,4.486,5.126,2.746,5.676,4.302,7.14,1.465,5.95,6.316,4.486,3.295,3.661,4.668,7.323,6.224,1.282,3.57,6.591,-0.869,-0.386,-2.994,-3.283,-0.338,-0.483,3.525,2.173,2.269,1.062,1.159,1.593,1
Positive_223,8.096,7.287,2.834,9.31,2.429,5.667,4.048,5.263,3.238,4.048,11.334,4.858,1.214,5.263,6.881,8.501,2.024,0.809,2.429,10.12,0.106,3.328,-7.079,-4.649,3.751,4.807,1.426,0.317,-9.192,-7.607,5.018,4.12,1
